rank,expanded_case_id,dataset,question_id,image_id,image_path,local_image_path,prompt,ground_truth,dense_prediction,sparse_prediction,ours_prediction,threshold_prediction,dense_is_correct,is_sparse_wrong,is_ours_correct,is_threshold_correct,case_group,semantic_type,structural_type,detailed_type,pope_category,candidate_reason,selection_note
361,GQA_03267543,gqa,03267543,2374595,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2374595.jpg,data/kaggle_datasets/GQA/images/2374595.jpg,What is the person to the right of the skis wearing?,jacket,Jacket,Pants,Jacket,Jacket,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
362,GQA_03337674,gqa,03337674,2377193,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2377193.jpg,data/kaggle_datasets/GQA/images/2377193.jpg,Is there a chair around the table near the window?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
363,GQA_13829670,gqa,13829670,2335859,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2335859.jpg,data/kaggle_datasets/GQA/images/2335859.jpg,Which place is it?,highway,Highway,Road,Highway,Highway,True,True,True,True,ours_and_threshold_recovery,global,query,place,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
364,GQA_13696927,gqa,13696927,2321676,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2321676.jpg,data/kaggle_datasets/GQA/images/2321676.jpg,Do you see homes to the left of the people on the sidewalk?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
365,GQA_09849254,gqa,09849254,2328193,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2328193.jpg,data/kaggle_datasets/GQA/images/2328193.jpg,Is there either a helmet or a ball in the photo?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
366,POPE_random_76,pope,random_76,COCO_val2014_000000569839.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000569839.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000569839.jpg,Is there a tie in the image?,no,no,yes,no,no,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
367,GQA_08584810,gqa,08584810,2353038,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2353038.jpg,data/kaggle_datasets/GQA/images/2353038.jpg,Are there both tablecloths and forks in the image?,no,Yes,Yes,No,No,False,True,True,True,ours_and_threshold_recovery,obj,logical,existAndC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
368,GQA_09188457,gqa,09188457,2382724,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2382724.jpg,data/kaggle_datasets/GQA/images/2382724.jpg,What piece of furniture is black?,shelf,Table,Table,Shelf,Shelf,False,True,True,True,ours_and_threshold_recovery,cat,query,categoryThat,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
369,GQA_115763,gqa,115763,2417558,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2417558.jpg,data/kaggle_datasets/GQA/images/2417558.jpg,Are there any white bagels or breads?,yes,No,No,Yes,Yes,False,True,True,True,ours_and_threshold_recovery,obj,logical,existAttrOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
370,GQA_02455976,gqa,02455976,2338551,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2338551.jpg,data/kaggle_datasets/GQA/images/2338551.jpg,Is this a cup or a mug?,mug,Cup,Cup,Mug,Mug,False,True,True,True,ours_and_threshold_recovery,cat,choose,objThisChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
371,GQA_08897867,gqa,08897867,2382923,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2382923.jpg,data/kaggle_datasets/GQA/images/2382923.jpg,Which color is the hat?,red,Blue,Black,Red,Red,False,True,True,True,ours_and_threshold_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
372,GQA_101024806,gqa,101024806,2371845,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2371845.jpg,data/kaggle_datasets/GQA/images/2371845.jpg,What kind of vegetable is in the salad with the onion?,tomato,Lettuce,Lettuce,Tomato,Tomato,False,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
373,GQA_12387531,gqa,12387531,1216,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/1216.jpg,data/kaggle_datasets/GQA/images/1216.jpg,Which side of the picture is the man on?,right,Left,Left,Right,Right,False,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
374,GQA_06376614,gqa,06376614,2352530,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2352530.jpg,data/kaggle_datasets/GQA/images/2352530.jpg,What color is the car in the middle?,yellow,Red,Red,Yellow,Yellow,False,True,True,True,ours_and_threshold_recovery,attr,query,directOf,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
375,POPE_popular_196,pope,popular_196,COCO_val2014_000000526321.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000526321.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000526321.jpg,Is there a car in the image?,no,yes,yes,no,no,False,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
376,GQA_00228677,gqa,00228677,2379350,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2379350.jpg,data/kaggle_datasets/GQA/images/2379350.jpg,Is the tie red and short?,no,Yes,Yes,No,No,False,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrsC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
377,GQA_05907205,gqa,05907205,4867,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/4867.jpg,data/kaggle_datasets/GQA/images/4867.jpg,What is the bowl on?,coffee table,Table,Table,Coffee table,Coffee table,False,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
378,GQA_16297893,gqa,16297893,2403341,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2403341.jpg,data/kaggle_datasets/GQA/images/2403341.jpg,What is the dog doing?,walking,Running,Running,Walking,Walking,False,True,True,True,ours_and_threshold_recovery,attr,query,activity,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
379,GQA_11614700,gqa,11614700,2385952,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2385952.jpg,data/kaggle_datasets/GQA/images/2385952.jpg,Which color is the shirt the guy is in?,white,Green,Red,White,White,False,True,True,True,ours_and_threshold_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
380,GQA_03587398,gqa,03587398,2389922,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2389922.jpg,data/kaggle_datasets/GQA/images/2389922.jpg,Which color does the necklace have?,gold,Silver,Silver,Gold,Gold,False,True,True,True,ours_and_threshold_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
381,GQA_18640928,gqa,18640928,2347772,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2347772.jpg,data/kaggle_datasets/GQA/images/2347772.jpg,The shark is where?,water,Pond,Swimming pool,Water,Water,False,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
382,GQA_16581425,gqa,16581425,2354077,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2354077.jpg,data/kaggle_datasets/GQA/images/2354077.jpg,Are there pillows or books?,yes,No,No,Yes,Yes,False,True,True,True,ours_and_threshold_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
383,GQA_04605354,gqa,04605354,2344801,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2344801.jpg,data/kaggle_datasets/GQA/images/2344801.jpg,What kind of clothing isn't black?,cap,Hat,Hat,Cap,Cap,False,True,True,True,ours_and_threshold_recovery,cat,query,categoryThat,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
384,GQA_13832410,gqa,13832410,2401298,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2401298.jpg,data/kaggle_datasets/GQA/images/2401298.jpg,Of which color is the luggage near the stone?,blue,Black,Brown,Blue,Blue,False,True,True,True,ours_and_threshold_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
385,GQA_0286487,gqa,0286487,174,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/174.jpg,data/kaggle_datasets/GQA/images/174.jpg,Is the bed to the left of the closet small and colorful?,no,Yes,Yes,No,No,False,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrsC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
386,GQA_03466056,gqa,03466056,2322244,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2322244.jpg,data/kaggle_datasets/GQA/images/2322244.jpg,Do the counter top and the t-shirt have a different colors?,yes,No,No,Yes,Yes,False,True,True,True,ours_and_threshold_recovery,attr,compare,twoDifferent,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
387,GQA_06997529,gqa,06997529,2352324,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2352324.jpg,data/kaggle_datasets/GQA/images/2352324.jpg,What's on the floor?,couch,Carpet,Carpet,Couch,Couch,False,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
388,GQA_09488406,gqa,09488406,2359158,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2359158.jpg,data/kaggle_datasets/GQA/images/2359158.jpg,What color is the shirt the girl is wearing?,white,Orange,Orange,White,White,False,True,True,True,ours_and_threshold_recovery,attr,query,directOf,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
389,GQA_14153842,gqa,14153842,2347683,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2347683.jpg,data/kaggle_datasets/GQA/images/2347683.jpg,What kind of furniture is to the right of the cup?,chair,Couch,Couch,Chair,Chair,False,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
390,GQA_04354695,gqa,04354695,2343232,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2343232.jpg,data/kaggle_datasets/GQA/images/2343232.jpg,Do the surfboard and the sky have the same color?,no,Yes,Yes,No,No,False,True,True,True,ours_and_threshold_recovery,attr,compare,twoSameC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
391,POPE_adversarial_68,pope,adversarial_68,COCO_val2014_000000353180.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000353180.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000353180.jpg,Is there a handbag in the image?,no,yes,yes,no,no,False,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
392,GQA_0718158,gqa,0718158,2396593,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2396593.jpg,data/kaggle_datasets/GQA/images/2396593.jpg,What is covered by the trees?,swimming pool,Hill,Ground,Swimming pool,Swimming pool,False,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
393,GQA_12425183,gqa,12425183,2414948,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2414948.jpg,data/kaggle_datasets/GQA/images/2414948.jpg,Is the blanket made of silk orange or green?,green,Orange,Orange,Green,Green,False,True,True,True,ours_and_threshold_recovery,attr,choose,chooseAttr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
394,GQA_14823532,gqa,14823532,2415340,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2415340.jpg,data/kaggle_datasets/GQA/images/2415340.jpg,Is the policeman to the right or to the left of the horse the person is on?,right,Left,Left,Right,Right,False,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
395,GQA_15133656,gqa,15133656,2324597,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2324597.jpg,data/kaggle_datasets/GQA/images/2324597.jpg,Is the boy on the left side?,yes,No,No,Yes,Yes,False,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
396,GQA_17750764,gqa,17750764,2366401,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2366401.jpg,data/kaggle_datasets/GQA/images/2366401.jpg,What do you think is on the shelf in the middle?,bottles,Pot,Dishes,Bottles,Bottles,False,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
